id,words
1,。
2,，
3,是
4,的
5,不
6,一
7,”
8,“
9,儿
10,动
11,了
12,个
13,就
14,说
15,有
16,人
17,在
18,e
19,口
20,o
21,总
22,我
23,离
24,字
25,a
26,这
27,！
28,？
29,上
30,i
31,大
32,他
33,来
34,为
35,后
36,r
37,到
38,中
39,也
40,n
41,子
42,要
43,小
44,出
45,s
46,t
47,国
48,被
49,家
50,会
51,么
52,l
53,还
54,没
55,生
56,点
57,时
58,年
59,们
60,地
61,多
62,你
63,下
64,二
65,好
66,开
67,三
68,用
69,都
70,发
71,可
72,但
73,*
74,得
75,车
76,过
77,能
78,方
79,和
80,分
81,对
82,天
83,p
84,行
85,之
86,成
87,以
88,看
89,d
90,现
91,着
92,如
93,、
94,公
95,自
96,于
97,手
98,很
99,十
100,法
101,去
102,本
103,面
104,c
105,老
106,里
107,心
108,称
109,事
110,某
111,y
112,她
113,两
114,警
115,u
116,机
117,打
118,A
119,五
120,前
121,起
122,零
123,经
124,学
125,S
126,当
127,吧
128,高
129,八
130,四
131,此
132,名
133,把
134,想
135,女
136,样
137,道
138,最
139,h
140,作
141,理
142,场
143,M
144,回
145,m
146,种
147,而
148,业
149,网
150,百
151,民
152,C
153,实
154,安
155,头
156,其
157,报
158,定
159,P
160,啊
161,已
162,然
163,者
164,文
165,电
166,同
167,怎
168,长
169,意
170,全
171,房
172,工
173,九
174,g
175,六
176,市
177,表
178,情
179,重
180,b
181,外
182,问
183,门
184,进
185,明
186,案
187,T
188,那
189,该
190,七
191,常
192,办
193,保
194,部
195,次
196,应
197,从
198,主
199,什
200,将
201,简
202,果
203,边
204,新
205,美
206,给
207,B
208,正
209,间
210,日
211,所
212,啦
213,体
214,因
215,比
216,力
217,路
218,无
219,D
220,L
221,只
222,F
223,并
224,话
225,走
226,友
227,内
228,钱
229,哪
230,爱
231,水
232,关
233,司
234,让
235,身
236,系
237,指
238,些
239,难
240,入
241,别
242,真
243,k
244,等
245,做
246,合
247,信
248,又
249,度
250,加
251,I
252,先
253,呢
254,平
255,张
256,产
257,数
258,花
259,更
260,目
261,何
262,金
263,性
264,写
265,价
266,己
267,认
268,查
269,O
270,住
271,才
272,活
273,接
274,调
275,呀
276,示
277,w
278,f
279,知
280,与
281,眼
282,放
283,收
284,N
285,相
286,直
287,气
288,位
289,男
290,院
291,解
292,持
293,包
294,通
295,制
296,几
297,见
298,风
299,化
300,品
301,v
302,J
303,再
304,处
305,白
306,件
307,记
308,G
309,员
310,受
311,期
312,管
313,谁
314,交
315,题
316,非
317,李
318,少
319,感
320,资
321,便
322,区
323,太
324,未
325,快
326,建
327,即
328,政
329,第
330,死
331,E
332,马
333,改
334,城
335,王
336,R
337,台
338,今
339,物
340,提
341,医
342,元
343,利
344,费
345,据
346,游
347,北
348,伤
349,代
350,标
351,火
352,孩
353,英
354,格
355,单
356,向
357,式
358,干
359,半
360,强
361,戏
362,空
363,带
364,东
365,W
366,务
367,楼
368,原
369,服
370,完
371,底
372,片
373,买
374,H
375,班
376,月
377,结
378,步
379,觉
380,程
381,款
382,计
383,吃
384,量
385,立
386,病
387,基
388,变
389,请
390,清
391,亲
392,流
393,影
394,商
395,统
396,板
397,特
398,爸
399,西
400,海
401,光
402,准
403,算
404,户
405,始
406,缩
407,万
408,联
409,听
410,号
411,乐
412,V
413,声
414,转
415,图
416,周
417,吗
418,则
419,近
420,照
421,找
422,随
423,至
424,陈
425,消
426,备
427,师
428,客
429,反
430,各
431,决
432,由
433,求
434,跟
435,思
436,选
437,K
438,战
439,息
440,线
441,条
442,送
443,导
444,视
445,规
446,告
447,任
448,容
449,首
450,类
451,村
452,落
453,叫
454,宝
455,议
456,像
457,设
458,运
459,救
460,增
461,证
462,士
463,牌
464,况
465,续
466,远
467,双
468,神
469,器
470,确
471,世
472,山
473,阿
474,展
475,书
476,南
477,跑
478,连
479,往
480,推
481,欢
482,断
483,必
484,节
485,刘
486,终
487,热
488,取
489,红
490,装
491,官
492,专
493,越
494,型
495,微
496,广
497,言
498,使
499,曾
500,赶
501,层
502,界
503,支
504,喜
505,林
506,每
507,需
508,诉
509,黄
510,帮
511,命
512,望
513,妈
514,色
515,布
516,球
517,功
518,举
519,速
520,局
521,复
522,术
523,却
524,满
525,及
526,失
527,众
528,玩
529,根
530,显
531,除
532,倒
533,教
534,败
535,婚
536,技
537,控
538,传
539,差
540,刀
541,投
542,组
543,团
544,领
545,夫
546,较
547,语
548,社
549,U
550,母
551,严
552,拿
553,酒
554,试
555,庭
556,父
557,存
558,队
559,评
560,软
561,早
562,创
563,停
564,劲
565,晚
566,哦
567,京
568,华
569,紧
570,或
571,易
572,克
573,刚
574,Y
575,属
576,论
577,企
578,科
579,项
580,脚
581,引
582,候
583,居
584,卡
585,千
586,深
587,站
588,观
589,注
590,模
591,具
592,治
593,音
594,拉
595,按
596,哈
597,疑
598,军
599,率
600,米
601,姐
602,杀
603,排
604,股
605,集
606,它
607,份
608,皮
609,州
610,营
611,斯
612,考
613,讲
614,继
615,环
616,卖
617,料
618,江
619,超
620,害
621,巴
622,药
623,获
624,室
625,养
626,错
627,造
628,弟
629,角
630,值
631,级
632,争
633,土
634,整
635,版
636,阳
637,校
638,黑
639,店
640,低
641,效
642,似
643,测
644,止
645,波
646,策
647,演
648,掉
649,德
650,待
651,博
652,留
653,飞
654,香
655,铁
656,港
657,态
658,够
659,约
660,参
661,码
662,源
663,笑
664,菜
665,套
666,险
667,背
668,形
669,访
670,票
671,许
672,逃
673,尔
674,购
675,般
676,审
677,座
678,兵
679,嘴
680,仍
681,识
682,供
683,盘
684,怕
685,毒
686,击
687,假
688,初
689,歌
690,围
691,农
692,破
693,食
694,X
695,腐
696,x
697,油
698,顺
699,察
700,银
701,执
702,致
703,饭
704,急
705,协
706,抓
707,谢
708,势
709,细
710,委
711,妹
712,久
713,精
714,绝
715,防
716,响
717,共
718,松
719,河
720,依
721,印
722,革
723,藏
724,划
725,奶
726,否
727,独
728,招
729,际
730,切
731,群
732,权
733,检
734,伴
735,血
736,罪
737,朋
738,修
739,春
740,夜
741,令
742,且
743,党
744,判
745,答
746,段
747,竟
748,块
749,烟
750,普
751,犯
752,脸
753,偷
754,亿
755,达
756,府
757,脑
758,奇
759,限
760,轻
761,闹
762,抢
763,念
764,味
765,石
766,星
767,忙
768,翻
769,妻
770,质
771,伙
772,护
773,画
774,笔
775,配
776,派
777,义
778,古
779,助
780,财
781,责
782,货
783,昨
784,置
785,坐
786,哥
787,希
788,究
789,幅
790,冷
791,律
792,采
793,施
794,景
795,亮
796,升
797,亚
798,追
799,退
800,免
801,唱
802,短
803,谈
804,列
805,武
806,衣
807,摆
808,孙
809,突
810,福
811,杨
812,租
813,均
814,育
815,靠
816,惊
817,足
818,补
819,汽
820,敢
821,纷
822,青
823,罗
824,拆
825,冲
826,兴
827,拍
828,仅
829,象
830,您
831,另
832,承
833,择
834,刷
835,牛
836,频
837,亡
838,遇
839,韩
840,络
841,尽
842,优
843,换
844,困
845,富
846,挺
847,健
848,历
849,幸
850,介
851,涨
852,降
853,坚
854,毛
855,压
856,龙
857,云
858,范
859,序
860,索
861,腿
862,乎
863,园
864,词
865,露
866,志
867,Q
868,嫌
869,移
870,密
871,暴
872,键
873,担
874,辆
875,永
876,益
877,素
878,故
879,左
880,窗
881,县
882,播
883,监
884,礼
885,硬
886,睡
887,批
888,职
889,签
890,街
891,习
892,婆
893,卫
894,托
895,济
896,载
897,融
898,极
899,遭
900,魔
901,Z
902,愿
903,构
904,枪
905,闻
906,树
907,负
908,境
909,跳
910,夏
911,避
912,预
913,吴
914,登
915,休
916,误
917,岁
918,暗
919,域
920,肯
921,呼
922,损
923,粉
924,钟
925,读
926,架
927,临
928,餐
929,盖
930,航
931,缺
932,右
933,余
934,馆
935,狗
936,穿
937,状
938,喝
939,慢
940,冰
941,旁
942,苦
943,端
944,雨
945,省
946,互
947,掌
948,怪
949,鞋
950,贴
951,稿
952,须
953,弹
954,剧
955,乱
956,圈
957,编
958,梦
959,顶
960,善
961,曲
962,搞
963,啥
964,操
965,透
966,宜
967,震
968,针
969,床
970,镇
971,副
972,雪
973,蛋
974,毕
975,屋
976,勇
977,田
978,顿
979,搬
980,媒
981,史
982,堂
983,旅
984,姓
985,偏
986,瓜
987,草
988,醒
989,骨
990,骗
991,额
992,牙
993,猜
994,墙
995,爷
996,肉
997,尼
998,捕
999,验
1000,耳
1001,湾
1002,午
1003,抱
1004,欧
1005,售
1006,恶
1007,稳
1008,妇
1009,坏
1010,织
1011,胡
1012,累
1013,贵
1014,邻
1015,积
1016,刑
1017,尚
1018,凶
1019,跌
1020,迷
1021,拒
1022,录
1023,哭
1024,康
1025,核
1026,拜
1027,丈
1028,秋
1029,遍
1030,静
1031,怀
1032,染
1033,询
1034,胜
1035,搭
1036,窝
1037,麻
1038,币
1039,鱼
1040,伟
1041,顾
1042,截
1043,绑
1044,驾
1045,残
1046,销
1047,挂
1048,闲
1049,挑
1050,躲
1051,维
1052,绕
1053,杂
1054,句
1055,丽
1056,抽
1057,抗
1058,违
1059,灯
1060,遗
1061,封
1062,痛
1063,朝
1064,述
1065,占
1066,付
1067,猫
1068,骂
1069,斌
1070,研
1071,喊
1072,傅
1073,寻
1074,智
1075,庆
1076,充
1077,咬
1078,摇
1079,折
1080,俩
1081,拼
1082,纸
1083,虽
1084,叶
1085,宣
1086,岸
1087,轮
1088,洲
1089,灵
1090,赛
1091,威
1092,宁
1093,撒
1094,秀
1095,丁
1096,沙
1097,锁
1098,隔
1099,储
1100,散
1101,宅
1102,适
1103,j
1104,略
1105,拥
1106,斗
1107,努
1108,爆
1109,奔
1110,狂
1111,楚
1112,予
1113,熟
1114,峰
1115,豪
1116,席
1117,摩
1118,私
1119,绿
1120,郭
1121,堵
1122,罚
1123,卷
1124,探
1125,温
1126,央
1127,闭
1128,涉
1129,兽
1130,债
1131,泪
1132,浪
1133,冒
1134,漫
1135,奖
1136,咋
1137,巨
1138,苏
1139,迅
1140,绍
1141,童
1142,患
1143,彩
1144,娘
1145,材
1146,雷
1147,傻
1148,唐
1149,乘
1150,拐
1151,鉴
1152,讨
1153,例
1154,贷
1155,舍
1156,鸡
1157,扣
1158,附
1159,碎
1160,竞
1161,阻
1162,奥
1163,玉
1164,霸
1165,释
1166,输
1167,忍
1168,挨
1169,摊
1170,减
1171,既
1172,拨
1173,障
1174,账
1175,默
1176,茶
1177,烈
1178,悔
1179,迹
1180,巧
1181,甚
1182,菲
1183,译
1184,吐
1185,汉
1186,弄
1187,税
1188,宾
1189,姑
1190,尸
1191,兰
1192,激
1193,烧
1194,暖
1195,危
1196,赔
1197,猛
1198,良
1199,擦
1200,厕
1201,徒
1202,宽
1203,君
1204,纠
1205,聊
1206,丢
1207,袋
1208,扩
1209,概
1210,恋
1211,库
1212,族
1213,拟
1214,剩
1215,撞
1216,吸
1217,含
1218,页
1219,逼
1220,吓
1221,洞
1222,柏
1223,丰
1224,劝
1225,估
1226,懂
1227,鼻
1228,射
1229,蓝
1230,豆
1231,著
1232,途
1233,邦
1234,纳
1235,箱
1236,吵
1237,洋
1238,幕
1239,归
1240,讯
1241,乡
1242,冬
1243,洗
1244,娃
1245,诊
1246,迎
1247,异
1248,唯
1249,守
1250,延
1251,桥
1252,诺
1253,趁
1254,雄
1255,刻
1256,杆
1257,倍
1258,闷
1259,症
1260,弱
1261,酸
1262,镜
1263,辑
1264,疼
1265,摸
1266,末
1267,谷
1268,纪
1269,榜
1270,蔡
1271,若
1272,惨
1273,曹
1274,帖
1275,隐
1276,盛
1277,返
1278,梅
1279,潮
1280,虑
1281,敏
1282,雅
1283,阵
1284,徐
1285,坦
1286,征
1287,溜
1288,虎
1289,刺
1290,芳
1291,船
1292,练
1293,贸
1294,束
1295,扬
1296,昌
1297,偿
1298,借
1299,木
1300,陆
1301,贪
1302,厂
1303,洪
1304,梁
1305,混
1306,辞
1307,伯
1308,趣
1309,兄
1310,禁
1311,挡
1312,赵
1313,弃
1314,圆
1315,熊
1316,凑
1317,触
1318,墓
1319,启
1320,汇
1321,腾
1322,杰
1323,q
1324,锋
1325,沉
1326,盟
1327,拔
1328,恨
1329,驶
1330,鼓
1331,猴
1332,叔
1333,煤
1334,符
1335,旗
1336,碰
1337,挖
1338,胖
1339,潜
1340,聚
1341,妥
1342,劳
1343,仁
1344,谓
1345,泡
1346,尖
1347,澳
1348,野
1349,疗
1350,骑
1351,漂
1352,孔
1353,晓
1354,扑
1355,猪
1356,苗
1357,扎
1358,吹
1359,屏
1360,董
1361,娱
1362,润
1363,析
1364,恐
1365,邮
1366,旦
1367,鸟
1368,毁
1369,裤
1370,焦
1371,插
1372,钢
1373,陷
1374,秘
1375,柳
1376,裂
1377,侦
1378,谱
1379,缓
1380,筑
1381,堆
1382,攻
1383,奈
1384,仪
1385,脏
1386,凯
1387,尾
1388,旧
1389,链
1390,援
1391,典
1392,盾
1393,鲜
1394,薄
1395,邓
1396,申
1397,塔
1398,纯
1399,岛
1400,匪
1401,逐
1402,摔
1403,迁
1404,虚
1405,剪
1406,桌
1407,括
1408,痕
1409,凉
1410,矛
1411,鬼
1412,叹
1413,净
1414,赖
1415,埋
1416,泛
1417,森
1418,瑞
1419,砸
1420,忘
1421,享
1422,脱
1423,侧
1424,绩
1425,桑
1426,胶
1427,泰
1428,闪
1429,躺
1430,勒
1431,凤
1432,恢
1433,郑
1434,悬
1435,皇
1436,搜
1437,池
1438,塞
1439,夺
1440,丝
1441,瘦
1442,绳
1443,瓶
1444,迟
1445,览
1446,串
1447,苍
1448,丧
1449,替
1450,婴
1451,劫
1452,坑
1453,帅
1454,距
1455,碍
1456,季
1457,阶
1458,滋
1459,艇
1460,呐
1461,筹
1462,缘
1463,肥
1464,乖
1465,艾
1466,慌
1467,湖
1468,章
1469,俗
1470,眠
1471,斑
1472,冤
1473,狼
1474,滑
1475,允
1476,凡
1477,亏
1478,固
1479,荣
1480,胆
1481,佳
1482,暂
1483,赚
1484,跨
1485,嘛
1486,俄
1487,灭
1488,涂
1489,赞
1490,奸
1491,莫
1492,悲
1493,贝
1494,川
1495,饼
1496,振
1497,哟
1498,睛
1499,赃
1500,惜
1501,敲
1502,废
1503,烦
1504,朱
1505,弯
1506,欲
1507,佛
1508,舌
1509,灾
1510,抵
1511,愣
1512,z
1513,督
1514,堡
1515,诚
1516,纽
1517,础
1518,沟
1519,爽
1520,盗
1521,扮
1522,艺
1523,握
1524,帽
1525,咱
1526,揭
1527,赢
1528,戴
1529,侃
1530,详
1531,扰
1532,幼
1533,伦
1534,纹
1535,梯
1536,咨
1537,伸
1538,棍
1539,污
1540,浓
1541,扭
1542,嘉
1543,拘
1544,悉
1545,综
1546,颇
1547,饱
1548,疯
1549,横
1550,栏
1551,陪
1552,厅
1553,措
1554,喷
1555,甲
1556,罐
1557,伍
1558,齐
1559,郁
1560,尝
1561,剑
1562,盒
1563,址
1564,训
1565,挣
1566,狱
1567,缴
1568,晨
1569,亦
1570,丹
1571,坛
1572,朵
1573,龄
1574,臭
1575,蒙
1576,丑
1577,耍
1578,泄
1579,渐
1580,腰
1581,励
1582,脖
1583,缠
1584,昏
1585,呆
1586,苹
1587,漏
1588,滚
1589,墨
1590,趟
1591,厚
1592,壁
1593,晕
1594,荒
1595,轨
1596,晒
1597,逆
1598,遂
1599,棒
1600,逛
1601,瞬
1602,甩
1603,胎
1604,砍
1605,钻
1606,呗
1607,燕
1608,肠
1609,幺
1610,谎
1611,杜
1612,戳
1613,迪
1614,涛
1615,阴
1616,舰
1617,惯
1618,垫
1619,抄
1620,迫
1621,肚
1622,萨
1623,祝
1624,欣
1625,槽
1626,愁
1627,磨
1628,浏
1629,冯
1630,坠
1631,惠
1632,尊
1633,锅
1634,淘
1635,埃
1636,怒
1637,熬
1638,拖
1639,仔
1640,歉
1641,堪
1642,粗
1643,缝
1644,摄
1645,授
1646,递
1647,尤
1648,宏
1649,贼
1650,坎
1651,肃
1652,臂
1653,貌
1654,爬
1655,尿
1656,踪
1657,泥
1658,炮
1659,铺
1660,档
1661,忽
1662,袭
1663,姚
1664,宫
1665,妙
1666,彬
1667,犬
1668,炸
1669,烤
1670,促
1671,夸
1672,桃
1673,彻
1674,砖
1675,硕
1676,贩
1677,戒
1678,液
1679,灿
1680,扫
1681,珍
1682,洁
1683,蛇
1684,孕
1685,黎
1686,井
1687,忆
1688,宿
1689,辉
1690,扔
1691,鼠
1692,愤
1693,筋
1694,胸
1695,肩
1696,崇
1697,挪
1698,抬
1699,仓
1700,舞
1701,尺
1702,渠
1703,纵
1704,曼
1705,抚
1706,厉
1707,拎
1708,獒
1709,愈
1710,倡
1711,媳
1712,玲
1713,恼
1714,穷
1715,夹
1716,哀
1717,辈
1718,偶
1719,俊
1720,寒
1721,嗓
1722,滨
1723,晃
1724,饮
1725,扶
1726,疾
1727,册
1728,泽
1729,秒
1730,辨
1731,竿
1732,吕
1733,碗
1734,鲁
1735,虫
1736,垮
1737,忧
1738,圣
1739,撤
1740,侵
1741,沈
1742,填
1743,稀
1744,耐
1745,桶
1746,赌
1747,爹
1748,捧
1749,怨
1750,奋
1751,悄
1752,捡
1753,巡
1754,烂
1755,圾
1756,贤
1757,宇
1758,戚
1759,吞
1760,宋
1761,课
1762,欠
1763,奏
1764,牵
1765,蒋
1766,牢
1767,吉
1768,蒜
1769,甜
1770,犹
1771,垃
1772,呵
1773,芝
1774,汤
1775,虐
1776,棉
1777,拦
1778,奢
1779,恩
1780,兜
1781,坤
1782,坊
1783,帝
1784,壳
1785,稍
1786,捷
1787,膀
1788,魅
1789,贫
1790,捞
1791,框
1792,腕
1793,驱
1794,悦
1795,诞
1796,袖
1797,俱
1798,撑
1799,塑
1800,蛮
1801,兼
1802,珠
1803,阅
1804,拳
1805,癌
1806,衡
1807,糖
1808,屁
1809,蜜
1810,祖
1811,炉
1812,脆
1813,冻
1814,逗
1815,攀
1816,宠
1817,寡
1818,璃
1819,寄
1820,辛
1821,券
1822,枝
1823,贬
1824,汪
1825,抠
1826,凌
1827,诈
1828,褂
1829,聪
1830,荡
1831,矮
1832,函
1833,霞
1834,厨
1835,尘
1836,杯
1837,娟
1838,薪
1839,罢
1840,培
1841,仿
1842,孟
1843,裸
1844,艳
1845,裁
1846,枣
1847,垄
1848,杭
1849,闯
1850,葛
1851,谋
1852,订
1853,壤
1854,携
1855,骤
1856,祥
1857,撕
1858,悠
1859,诸
1860,醉
1861,茬
1862,滴
1863,剖
1864,饰
1865,捆
1866,摁
1867,歹
1868,畅
1869,矿
1870,瘾
1871,乔
1872,崩
1873,荷
1874,彭
1875,庄
1876,巾
1877,蒲
1878,绪
1879,鸣
1880,宴
1881,洛
1882,柴
1883,坝
1884,碟
1885,掩
1886,捐
1887,筒
1888,飙
1889,羊
1890,窃
1891,繁
1892,鼎
1893,曝
1894,侄
1895,唤
1896,耗
1897,胞
1898,扇
1899,膜
1900,盆
